combination,attr1_name,attr1_val,attr2_name,attr2_val,attr3_name,attr3_val,attr4_name,attr4_val,attr5_name,attr5_val,pokemon,pokeapi_name_fixed
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,2,cuteness,1,beauty,4,coolness,4,Vikavolt,vikavolt
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,4,cuteness,1,beauty,1,coolness,2,Crabrawler,crabrawler
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,2,cuteness,1,beauty,1,coolness,2,Crabominable,crabominable
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,4,cuteness,3,beauty,4,coolness,2,Pa’u Style Oricorio,oricorio-pau
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,5,cuteness,3,beauty,5,coolness,2,Pom-Pom Style Oricorio,oricorio-pom-pom
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,4,cuteness,4,beauty,5,coolness,4,Sensu Style Oricorio,oricorio-sensu
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,4,cuteness,2,beauty,5,coolness,2,Baile Style Oricorio,oricorio-baile
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,1,cuteness,5,beauty,5,coolness,2,Cutiefly,cutiefly
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,4,cuteness,5,beauty,5,coolness,2,Ribombee,ribombee
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,1,cuteness,5,beauty,4,coolness,4,Rockruff,rockruff
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,4,cuteness,3,beauty,5,coolness,4,Dusk Lycanroc,lycanroc-dusk
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,5,cuteness,3,beauty,3,coolness,4,Midnight Lycanroc,lycanroc-midnight
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,1,cuteness,3,beauty,5,coolness,4,Midday Lycanroc,lycanroc-midday
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,1,cuteness,2,beauty,3,coolness,4,Wishiwashi School,wishiwashi-school
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,2,cuteness,5,beauty,2,coolness,2,Solo Wishiwashi,wishiwashi-solo
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,4,cuteness,4,beauty,1,coolness,4,Mareanie,mareanie
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,3,cuteness,3,beauty,1,coolness,4,Toxapex,toxapex
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,1,cuteness,5,beauty,1,coolness,2,Mudbray,mudbray
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,3,cuteness,2,beauty,4,coolness,4,Mudsdale,mudsdale
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,3,cuteness,4,beauty,1,coolness,2,Dewpider,dewpider
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,1,cuteness,1,beauty,3,coolness,4,Araquanid,araquanid
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,4,cuteness,5,beauty,5,coolness,2,Fomantis,fomantis
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,5,cuteness,5,beauty,5,coolness,4,Lurantis,lurantis
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,3,cuteness,4,beauty,5,coolness,2,Morelull,morelull
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,4,cuteness,3,beauty,3,coolness,2,Shiinotic,shiinotic
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,3,cuteness,4,beauty,2,coolness,4,Salandit,salandit
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,5,cuteness,2,beauty,5,coolness,4,Salazzle,salazzle
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,3,cuteness,5,beauty,4,coolness,2,Stufful,stufful
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,5,cuteness,5,beauty,3,coolness,4,Bewear,bewear
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,2,cuteness,5,beauty,4,coolness,2,Bounsweet,bounsweet
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,5,cuteness,5,beauty,4,coolness,2,Steenee,steenee
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,5,cuteness,3,beauty,4,coolness,2,Tsareena,tsareena
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,2,cuteness,5,beauty,5,coolness,2,Comfey,comfey
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,5,cuteness,1,beauty,3,coolness,2,Oranguru,oranguru
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,5,cuteness,1,beauty,4,coolness,2,Passimian,passimian
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,4,cuteness,4,beauty,1,coolness,2,Wimpod,wimpod
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,4,cuteness,1,beauty,2,coolness,4,Golisopod,golisopod
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,2,cuteness,5,beauty,1,coolness,2,Sandygast,sandygast
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,2,cuteness,2,beauty,4,coolness,2,Palossand,palossand
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,1,cuteness,5,beauty,2,coolness,2,Pyukumuku,pyukumuku
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,1,cuteness,2,beauty,1,coolness,4,Type:Null,type-null
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,2,cuteness,3,beauty,2,coolness,4,Silvally,silvally-normal
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,2,cuteness,5,beauty,5,coolness,2,Minior Core,minior-red
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,1,cuteness,2,beauty,4,coolness,2,Meteor Minior,minior-red-meteor
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,4,cuteness,4,beauty,4,coolness,2,Komala,komala
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,3,cuteness,2,beauty,1,coolness,4,Turtonator,turtonator
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,3,cuteness,4,beauty,4,coolness,2,Togedemaru,togedemaru
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,2,cuteness,5,beauty,3,coolness,4,Mimikyu,mimikyu-disguised
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,2,cuteness,1,beauty,1,coolness,2,Bruxish,bruxish
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,3,cuteness,3,beauty,3,coolness,2,Drampa,drampa
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,1,cuteness,2,beauty,1,coolness,4,Dhelmise,dhelmise
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,2,cuteness,5,beauty,2,coolness,4,Jangmo-o,jangmo-o
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,4,cuteness,3,beauty,2,coolness,4,Hakamo-o,hakamo-o
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,4,cuteness,1,beauty,5,coolness,2,Kommo-o,kommo-o
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,4,cuteness,2,beauty,4,coolness,4,Tapu Koko,tapu-koko
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,5,cuteness,5,beauty,5,coolness,2,Tapu Lele,tapu-lele
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,4,cuteness,1,beauty,3,coolness,2,Tapu Bulu,tapu-bulu
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,5,cuteness,4,beauty,5,coolness,4,Tapu Fini,tapu-fini
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,1,cuteness,5,beauty,4,coolness,4,Cosmog,cosmog
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,1,cuteness,4,beauty,5,coolness,2,Cosmoem,cosmoem
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,2,cuteness,2,beauty,5,coolness,4,Solgaleo,solgaleo
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,3,cuteness,3,beauty,5,coolness,4,Lunala,lunala
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,4,cuteness,3,beauty,5,coolness,2,Nihilego,nihilego
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,5,cuteness,1,beauty,1,coolness,4,Buzzwole,buzzwole
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,5,cuteness,3,beauty,5,coolness,4,Pheromosa,pheromosa
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,4,cuteness,2,beauty,3,coolness,4,Xurkitree,xurkitree
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,4,cuteness,2,beauty,5,coolness,2,Celesteela,celesteela
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,4,cuteness,2,beauty,4,coolness,4,Kartana,kartana
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,2,cuteness,1,beauty,1,coolness,4,Guzzlord,guzzlord
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,3,cuteness,1,beauty,5,coolness,2,Dawn Wings Necrozma,necrozma-dawn
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,2,cuteness,1,beauty,5,coolness,2,Dusk Mane Necrozma,necrozma-dusk
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,4,cuteness,1,beauty,5,coolness,4,Ultra Necrozma,necrozma-ultra
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,4,cuteness,1,beauty,3,coolness,4,standard Necrozma,necrozma
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,5,cuteness,4,beauty,4,coolness,2,Magearna,magearna
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,5,cuteness,5,beauty,4,coolness,4,Marshadow,marshadow
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,4,cuteness,4,beauty,3,coolness,4,Poipole,poipole
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,2,cuteness,2,beauty,3,coolness,4,Naganadel,naganadel
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,1,cuteness,1,beauty,3,coolness,2,Stakataka,stakataka
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,5,cuteness,2,beauty,3,coolness,2,Blacephalon,blacephalon
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,5,cuteness,4,beauty,3,coolness,4,Zeraora,zeraora
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,3,cuteness,5,beauty,2,coolness,2,Meltan,meltan
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,5,cuteness,4,beauty,1,coolness,4,standard Melmetal,melmetal
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,5,cuteness,1,beauty,3,coolness,2,Gigantamax Melmetal,melmetal-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,5,cuteness,5,beauty,4,coolness,4,Grookey,grookey
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,5,cuteness,3,beauty,2,coolness,2,Thwackey,thwackey
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,5,cuteness,1,beauty,3,coolness,4,standard Rillaboom,rillaboom
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,5,cuteness,1,beauty,4,coolness,2,Gigantamax Rillaboom,rillaboom-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,5,cuteness,5,beauty,4,coolness,4,Scorbunny,scorbunny
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,5,cuteness,4,beauty,3,coolness,4,Raboot,raboot
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,5,cuteness,3,beauty,3,coolness,4,standard Cinderace,cinderace
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,5,cuteness,2,beauty,4,coolness,2,Gigantamax Cinderace,cinderace-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,4,cuteness,5,beauty,2,coolness,2,Sobble,sobble
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,5,cuteness,2,beauty,2,coolness,2,Drizzile,drizzile
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,5,cuteness,1,beauty,3,coolness,2,standard Inteleon,inteleon
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,5,cuteness,1,beauty,4,coolness,2,Gigantamax Inteleon,inteleon-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,2,cuteness,4,beauty,2,coolness,2,Skwovet,skwovet
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,4,cuteness,3,beauty,2,coolness,2,Greedent,greedent
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,1,cuteness,4,beauty,3,coolness,4,Rookidee,rookidee
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,2,cuteness,3,beauty,4,coolness,4,Corvisquire,corvisquire
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,2,cuteness,1,beauty,5,coolness,4,standard Corviknight,corviknight
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,2,cuteness,2,beauty,4,coolness,4,Gigantamax Corviknight,corviknight-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,2,cuteness,3,beauty,2,coolness,2,Blipbug,blipbug
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,3,cuteness,4,beauty,1,coolness,2,Dottler,dottler
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,2,cuteness,2,beauty,2,coolness,4,Gigantamax Orbeetle,orbeetle-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,4,cuteness,3,beauty,1,coolness,4,standard Orbeetle,orbeetle
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,3,cuteness,4,beauty,3,coolness,4,Nickit,nickit
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,5,cuteness,1,beauty,5,coolness,2,Thievul,thievul
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,3,cuteness,4,beauty,5,coolness,2,Gossifleur,gossifleur
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,3,cuteness,3,beauty,5,coolness,2,Eldegoss,eldegoss
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,1,cuteness,5,beauty,5,coolness,2,Wooloo,wooloo
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,3,cuteness,3,beauty,4,coolness,4,Dubwool,dubwool
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,2,cuteness,3,beauty,1,coolness,2,Chewtle,chewtle
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,3,cuteness,1,beauty,2,coolness,2,Gigantamax Drednaw,drednaw-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,2,cuteness,2,beauty,1,coolness,4,standard Drednaw,drednaw
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,1,cuteness,5,beauty,3,coolness,2,Yamper,yamper
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,3,cuteness,4,beauty,4,coolness,4,Boltund,boltund
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,1,cuteness,3,beauty,1,coolness,2,Rolycoly,rolycoly
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,1,cuteness,2,beauty,1,coolness,2,Carkol,carkol
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,3,cuteness,1,beauty,2,coolness,4,Gigantamax Coalossal,coalossal-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,4,cuteness,1,beauty,2,coolness,2,standard Coalossal,coalossal
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,1,cuteness,5,beauty,2,coolness,2,Applin,applin
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,1,cuteness,3,beauty,3,coolness,2,Gigantamax Flapple,flapple-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,2,cuteness,5,beauty,1,coolness,4,standard Flapple,flapple
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,1,cuteness,5,beauty,2,coolness,4,Appletun,appletun
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,4,cuteness,3,beauty,1,coolness,2,Silicobra,silicobra
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,1,cuteness,2,beauty,2,coolness,2,Gigantamax Sandaconda,sandaconda-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,2,cuteness,3,beauty,1,coolness,4,standard Sandaconda,sandaconda
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,3,cuteness,3,beauty,1,coolness,2,Cramorant,cramorant
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,4,cuteness,2,beauty,1,coolness,2,Arrokuda,arrokuda
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,1,cuteness,1,beauty,1,coolness,4,Barraskewda,barraskewda
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,4,cuteness,4,beauty,1,coolness,2,Toxel,toxel
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,5,cuteness,3,beauty,2,coolness,4,Amped Toxtricity,toxtricity-amped
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,4,cuteness,3,beauty,2,coolness,4,Gigantamax Toxtricity,toxtricity-amped-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,5,cuteness,3,beauty,1,coolness,4,Low Key Toxtricity,toxtricity-low-key
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,2,cuteness,4,beauty,1,coolness,4,Sizzlipede,sizzlipede
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,1,cuteness,1,beauty,4,coolness,4,Gigantamax Centiskorch,centiskorch-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,2,cuteness,1,beauty,4,coolness,4,standard Centiskorch,centiskorch
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,1,humanoid,5,cuteness,5,beauty,1,coolness,4,Clobbopus,clobbopus
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,4,cuteness,2,beauty,2,coolness,4,Grapploct,grapploct
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,1,cuteness,4,beauty,4,coolness,2,Sinistea,sinistea-phony
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,3,cuteness,4,beauty,4,coolness,2,Polteageist,polteageist-phony
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,3,cuteness,5,beauty,4,coolness,2,Hatenna,hatenna
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,5,cuteness,5,beauty,4,coolness,2,Hattrem,hattrem
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,5,cuteness,2,beauty,5,coolness,2,Gigantamax Hatterene,hatterene-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,5,cuteness,4,beauty,5,coolness,2,standard Hatterene,hatterene
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,5,cuteness,3,beauty,1,coolness,2,Impidimp,impidimp
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,5,cuteness,3,beauty,1,coolness,2,Morgrem,morgrem
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,5,cuteness,1,beauty,2,coolness,4,Gigantamax Grimmsnarl,grimmsnarl-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,5,cuteness,2,beauty,1,coolness,4,standard Grimmsnarl,grimmsnarl
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,5,cuteness,2,beauty,3,coolness,4,Obstagoon,obstagoon
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,5,cuteness,3,beauty,1,coolness,4,Perrserker,perrserker
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,3,cuteness,4,beauty,2,coolness,4,Cursola,cursola
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,4,cuteness,3,beauty,4,coolness,4,Sirfetch’d,sirfetchd
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,5,cuteness,3,beauty,2,coolness,2,Mr. Rime,mr-rime
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,3,cuteness,2,beauty,1,coolness,4,Runerigus,runerigus
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,2,cuteness,5,beauty,4,coolness,2,Milcery,milcery
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,3,cuteness,3,beauty,5,coolness,2,Gigantamax Alcremie,alcremie-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,4,cuteness,4,beauty,5,coolness,2,standard Alcremie,alcremie-vanilla-cream
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,4,cuteness,5,beauty,2,coolness,4,Falinks,falinks
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,1,cuteness,5,beauty,1,coolness,2,Pincurchin,pincurchin
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,2,cuteness,5,beauty,5,coolness,2,Snom,snom
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,1,cuteness,3,beauty,5,coolness,4,Frosmoth,frosmoth
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,3,cuteness,2,beauty,3,coolness,2,Stonjourner,stonjourner
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,3,cuteness,4,beauty,2,coolness,2,Eiscue,eiscue-ice
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,5,cuteness,4,beauty,3,coolness,2,Female Indeedee,indeedee-female
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,5,cuteness,3,beauty,4,coolness,2,Male Indeedee,indeedee-male
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,4,cuteness,5,beauty,2,coolness,4,Morpeko,morpeko-full-belly
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,1,cuteness,4,beauty,3,coolness,2,Cufant,cufant
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,3,cuteness,1,beauty,2,coolness,2,Gigantamax Copperajah,copperajah-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,4,cuteness,1,beauty,5,coolness,2,standard Copperajah,copperajah
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,2,cuteness,4,beauty,1,coolness,4,Dracozolt,dracozolt
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,3,cuteness,4,beauty,1,coolness,2,Arctozolt,arctozolt
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,2,cuteness,3,beauty,1,coolness,2,Dracovish,dracovish
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,1,cuteness,2,beauty,2,coolness,2,Arctovish,arctovish
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,3,cuteness,1,beauty,3,coolness,2,Gigantamax Duraludon,duraludon-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,4,cuteness,1,beauty,3,coolness,2,standard Duraludon,duraludon
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,1,cuteness,5,beauty,3,coolness,4,Dreepy,dreepy
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,2,cuteness,4,beauty,3,coolness,4,Drakloak,drakloak
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,3,cuteness,4,beauty,3,coolness,4,Dragapult,dragapult
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,3,cuteness,2,beauty,5,coolness,2,Hero Zacian,zacian
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,2,cuteness,3,beauty,4,coolness,4,Crowned Zacian,zacian-crowned
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,1,cuteness,3,beauty,3,coolness,4,Hero Zamazenta,zamazenta
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,3,cuteness,2,beauty,5,coolness,2,Crowned Zamazenta,zamazenta-crowned
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,1,cuteness,1,beauty,2,coolness,4,Eternatus,eternatus
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,5,cuteness,4,beauty,2,coolness,4,Kubfu,kubfu
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,5,cuteness,1,beauty,3,coolness,4,Gigantamax Rapid Strike Urshifu,urshifu-rapid-strike-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,5,cuteness,1,beauty,3,coolness,4,Gigantamax Single Strike Urshifu,urshifu-single-strike-gmax
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,5,cuteness,1,beauty,3,coolness,4,standard Rapid Strike Urshifu,urshifu-rapid-strike
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,5,cuteness,2,beauty,3,coolness,4,standard Single Strike Urshifu,urshifu-single-strike
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,2,humanoid,4,cuteness,1,beauty,2,coolness,4,Zarude,zarude
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,3,cuteness,2,beauty,4,coolness,2,Regieleki,regieleki
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,3,cuteness,3,beauty,2,coolness,4,Regidrago,regidrago
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,3,humanoid,2,cuteness,1,beauty,5,coolness,2,Glastrier,glastrier
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,4,humanoid,2,cuteness,2,beauty,5,coolness,2,Spectrier,spectrier
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,4,cuteness,2,beauty,3,coolness,2,Ice Rider Calyrex,calyrex-ice
fantasy + humanoid + cuteness + beauty -> coolness,fantasy,5,humanoid,4,cuteness,2,beauty,4,coolness,2,Shadow Rider Calyrex,calyrex-shadow
